OBJECT_NAME,OBJECT_ID,x,y,z
FENGYUN 1C,1999-025A,0.8528238330181004,-0.35846605592691616,0.3452024544233912
FENGYUN 1C DEB,1999-025X,-0.0006793505261306142,-0.008517879418327594,0.03539411558723157
FENGYUN 1C DEB,1999-025Y,-0.04167129176545646,-0.04372642381101524,0.3116908708415505
FENGYUN 1C DEB,1999-025Z,-0.0811980041623619,-0.6547949927370881,0.4256429893209161
FENGYUN 1C DEB,1999-025AA,-0.7615279458710509,0.030139240889629555,0.3871638609064336
FENGYUN 1C DEB,1999-025AB,-0.6554120471490648,0.749692354522725,0.3920424770546047
FENGYUN 1C DEB,1999-025AC,-0.49467986139601744,0.027888536500530015,-0.5175488107559677
FENGYUN 1C DEB,1999-025AE,-0.08117474363620879,-0.5777252296581474,-0.43637871816967183
FENGYUN 1C DEB,1999-025AF,-0.13188562923379735,0.8844129989325207,0.08500558142526059
FENGYUN 1C DEB,1999-025AN,-0.0054411575745529055,-0.009446014498171578,0.05788967942020282
FENGYUN 1C DEB,1999-025AQ,0.28726230004958075,-0.3958450895328644,0.867661258129334
FENGYUN 1C DEB,1999-025AR,-0.01726231050260442,0.00677720972656431,0.03667151254926791
FENGYUN 1C DEB,1999-025AU,-0.6937662951582321,-0.3007297954761697,-0.17080450669423278
FENGYUN 1C DEB,1999-025AW,-0.38647253725785485,0.19000003596623855,-0.48712898513441777
FENGYUN 1C DEB,1999-025AY,-0.4302260449648822,-0.341367029861324,0.718648345656418
FENGYUN 1C DEB,1999-025BA,0.10380418632443282,-0.0924160069126743,-0.3297388400472195
FENGYUN 1C DEB,1999-025BC,-0.1336634986888987,0.3949661637268558,0.5337686635491511
FENGYUN 1C DEB,1999-025BD,-0.09478516187689878,0.23329152334999806,0.46160804487836393
FENGYUN 1C DEB,1999-025BF,-0.5743347421742379,0.681986941196218,-0.2463397333055086
FENGYUN 1C DEB,1999-025BG,-0.25604716453857956,-0.8659240757916201,0.38522562127465654
FENGYUN 1C DEB,1999-025BH,-0.32249913278628184,0.7458000223513301,-0.07973875700823893
FENGYUN 1C DEB,1999-025BK,0.07973063200796036,-0.10838808863807683,0.3268628426616017
FENGYUN 1C DEB,1999-025BL,0.5298139575976102,-0.16685437774850223,0.8145052114616185
FENGYUN 1C DEB,1999-025BN,-0.46784331054515615,0.28500974849475313,0.810751913399417
FENGYUN 1C DEB,1999-025BP,0.06075645241273871,0.03938859758394576,0.25184348097096976
FENGYUN 1C DEB,1999-025BQ,-0.19693430484609,0.01647799659377707,0.7334968180034346
FENGYUN 1C DEB,1999-025BS,-0.38217006460089126,0.37134564810895426,-0.2789022072074858
FENGYUN 1C DEB,1999-025BT,-0.036385650901933915,-0.02172084344050525,0.20758380929264816
FENGYUN 1C DEB,1999-025BV,0.14321219358399995,-0.10002590792860354,-0.36575625008067597
FENGYUN 1C DEB,1999-025BW,-0.0005214960398932025,-0.0029908225319187666,-0.018426105131248465
FENGYUN 1C DEB,1999-025BX,-0.06017522921251609,0.039006297054176124,0.280693666826005
FENGYUN 1C DEB,1999-025BY,0.324197857478297,-0.11710466547508969,-0.370522142588528
FENGYUN 1C DEB,1999-025CA,-0.003237108842057962,0.01610518639205215,0.10426009376148637
FENGYUN 1C DEB,1999-025CC,-0.0031979177501313743,0.006501468318662807,-0.012799079701613456
FENGYUN 1C DEB,1999-025CE,0.20005969379234845,-0.009389664656699392,-0.08397912812083025
FENGYUN 1C DEB,1999-025CF,0.03232939598110456,0.019206003088126204,0.22544168459893324
FENGYUN 1C DEB,1999-025CG,-0.1118113178666666,-0.6982592888018004,-0.4449016870928169
FENGYUN 1C DEB,1999-025CH,0.008480148262140956,0.003987877492214172,-0.04178678375156423
FENGYUN 1C DEB,1999-025CJ,0.8884523159085612,-0.27201851938617005,-0.26272322595154907
FENGYUN 1C DEB,1999-025CK,0.1254218037965569,0.04647646465990586,0.8126983881825318
FENGYUN 1C DEB,1999-025CL,0.3251301902282327,-0.544295168473465,0.042000260069507744
FENGYUN 1C DEB,1999-025CM,0.33956817997712163,0.9156388752316195,0.048963327356369005
FENGYUN 1C DEB,1999-025CN,-0.4455338477926251,0.21913756023237083,-0.26191169965783073
FENGYUN 1C DEB,1999-025CQ,0.4047350095560604,-0.14129377968177173,-0.050115123321952275
FENGYUN 1C DEB,1999-025CS,0.6511218390115542,-0.15928196819814136,-0.21133862097965755
FENGYUN 1C DEB,1999-025CT,-0.18290859574798324,0.15205109472071518,0.8588600193698466
FENGYUN 1C DEB,1999-025CU,0.5713194524946704,0.1533554787513893,0.21341772910233542
FENGYUN 1C DEB,1999-025CW,0.22468484333254543,-0.5516078681413658,0.7088537592936037
FENGYUN 1C DEB,1999-025CX,0.055203756643200964,-0.07123058973786116,0.2665788954085676
FENGYUN 1C DEB,1999-025CY,0.4349432246920315,-0.5729289247412074,0.2481138036739196
FENGYUN 1C DEB,1999-025CZ,-0.003855821988817332,-0.0033661690270257016,0.0325394779043628
FENGYUN 1C DEB,1999-025DA,-0.768172293852347,0.4801047635777546,0.09435382692353052
FENGYUN 1C DEB,1999-025DB,-0.5639481596011868,-0.651993080177657,-0.023426471740121333
